reflectance,weight,denomination
23.190044572888983,5.303087433467242,1
24.14563760422991,3.09957188976367,1
23.344114751902527,3.93977744755397,1
27.22554122983509,4.97160896299251,1
23.657179508022267,4.294008063766083,1
21.642423033323134,5.484269002496668,1
22.945546556188333,4.288748010864751,1
28.22485326504572,5.4575062872182,1
24.260309014848097,5.129623403594371,1
24.150396454118965,4.3902153644656305,1
26.20001136927069,4.62358501232559,1
26.683744499750954,6.087580788074357,1
23.418450030206028,5.640385671519628,1
24.32820740574233,4.14954330618881,1
25.31096421321203,5.611073129545819,1
25.492800510768454,4.71464978254157,1
25.405692659604917,6.795280796538281,1
27.309853286909814,4.732070179556524,1
23.40443866416697,4.1909161682859235,1
21.087817055605463,5.30617836667477,1
25.054178443431113,3.95348619784102,1
24.043242476425057,4.434548486405028,1
23.61218285864602,3.5379078135287316,1
25.733336614875874,4.206867220914946,1
21.844368416554182,5.374398505399747,1
22.226496433605035,5.3761605993379895,1
20.0,3.0,1
23.32794291076101,6.229584355464054,1
23.2059821160936,4.843215032002893,1
24.608920795968864,4.619151013698931,1
24.400587251441202,5.141529047088595,1
24.402178494683813,7.711562106471474,1
20.0,4.181982332566486,1
24.08491575400142,3.90616927074979,1
23.921619642391498,4.941489159500502,1
25.803656732131525,5.779771342711085,1
26.197081068715242,4.676275097035774,1
24.874763474965025,5.445321876810982,1
25.086059713455118,3.7505397548321424,1
23.987589326510786,6.109455299757653,1
27.11772158250485,7.981529662474737,1
23.48787902495582,4.5389907117378385,1
22.81531878841346,5.353096961968894,1
26.746397246953894,4.360325381614315,1
24.586719520070595,3.630135157204579,1
23.830772918664486,4.9508694074773265,1
24.709298742922723,4.615158143741041,1
24.181919955705755,5.3809567829297995,1
23.788046747062108,7.6870800030254,1
24.318764521261784,4.131287577130299,1
22.412368233406074,5.4150850128906765,1
20.658224343570303,3.7573300224282473,1
21.155749490918556,6.7123021932693465,1
20.0,3.1777212799296137,1
24.011499055573413,6.160568535929607,1
23.63121658119286,6.144374766323533,1
24.619238074875486,3.2062073791579246,1
26.094448633409083,4.961735602201013,1
26.16003606763178,5.481405519697082,1
24.70172751980055,4.528884169534392,1
23.71408705051012,4.042612291639995,1
26.449081015548014,4.640419837373659,1
22.972520185456016,3.491800230886264,1
23.884404409343595,4.37438579419359,1
22.44504898223854,4.943990729168021,1
21.66736677353705,5.1804530625301,1
24.945185495615497,4.825520412845646,1
23.012170060654057,5.33184733477805,1
26.227361347899976,5.430504997952339,1
27.85110978037248,6.313306778974308,1
23.183880423790587,4.49126280982898,1
23.625047673178624,3.5006380177482956,1
22.42419552467458,6.039496428857974,1
22.332038248179803,3.0,1
20.786109849113327,4.174213832037694,1
21.77408314868553,3.0,1
25.3622642380106,5.124239035342071,1
23.440836892931024,3.2589002349637566,1
22.303138119253198,3.4673493612362356,1
21.181411386726694,5.430381737047713,1
22.98019644557615,5.071248168113227,1
26.2655568318463,4.718045270933592,1
23.300042792617482,5.3909080991477545,1
26.676601222287097,5.443754594828088,1
26.15787505539533,5.145495867848156,1
24.06499145714913,5.293458831993524,1
21.783377729814788,3.7496669933959597,1
20.992644691336725,3.6093206874615777,1
26.111304187758364,5.094917861608268,1
23.530844113840146,4.776829008941117,1
30.07720552579573,7.11713147007233,2
28.47969778307674,4.6431735410165125,2
27.86284663280111,3.9356244260737654,2
28.802472654946083,7.1310132859346105,2
30.438563732004447,6.372526813603285,2
29.281310377003887,5.203916905390445,2
26.7769534423355,3.688910321095528,2
28.081457247750073,5.737249671721759,2
29.99170238648736,4.68208934054793,2
27.283323057402384,5.111961039071077,2
29.97377101458695,5.2739728909890555,2
28.613518032456557,5.5757867988361145,2
28.705901099373165,5.451517459293142,2
26.257958448319926,4.196754220834719,2
26.46654610100189,7.061783548799972,2
25.31557991152198,6.985782407130006,2
27.462576338394435,6.083492306791835,2
27.57158896574222,5.072570485285947,2
28.070156897069484,5.548620101625268,2
28.64535752047427,5.185580036484262,2
29.22767471423633,3.93978334793991,2
26.32422148923832,5.8133782698664636,2
28.106830002835064,4.8000186635046,2
28.358054763714122,7.611524924907808,2
26.862135867104247,5.056070729521806,2
27.980827249448083,8.0,2
28.115343981214433,4.160000325557322,2
27.415676433847757,6.6133330510503665,2
29.39146153395103,5.965759258851006,2
25.660687440476515,4.212632984240354,2
26.44733045132344,3.6419495931278725,2
31.0,7.306112039709878,2
28.013140859371116,5.173129443074119,2
29.878941320497617,4.1387906869121664,2
28.375601258100183,5.128172678370313,2
28.638835190765693,4.510045256942591,2
27.97309299563367,5.289779223910317,2
27.356152852218955,5.388036666972476,2
26.135309785943665,3.0,2
28.768198704354273,5.004082008316841,2
27.347840507281592,6.101024461637736,2
27.854882158461916,5.016033237828824,2
29.261701864193206,3.0,2
28.064271100025817,6.292234404882697,2
27.7464446576609,6.0958341794796524,2
28.337176643405428,4.75499416512166,2
26.909740257472077,4.0215293403811945,2
29.524005608729535,6.324136669829356,2
24.82132150381306,4.818806728909367,2
27.948350794614264,8.0,2
25.281704804800924,6.563732740263606,2
25.39454392475402,4.957740329686065,2
28.952292199749092,5.628788930949233,2
30.149972874413553,6.555507833271961,2
27.61788949526747,5.522864437158482,2
26.07622751770903,5.626862910134188,2
23.826784438613007,4.353937210832639,2
26.60456467846296,5.188238484303449,2
29.927868313275486,4.428338901642907,2
30.201633849487067,7.527926523185746,2
28.409492743489693,7.171243998410021,2
28.819565176756065,4.7455848767575155,2
25.25301536489127,5.226132373990556,2
28.643300854259014,7.832832380241799,2
29.851798722333296,6.200340512100855,2
26.612482502412984,5.895123813340938,2
29.42115564683726,4.421544789649792,2
29.224248503056394,4.5407443257207,2
27.172319830595157,4.126819816728483,2
27.873595151939153,3.634565444445959,2
30.563648111312762,5.476653840659942,2
28.77688201716911,4.223689840022307,2
26.599585586778783,6.390174930045526,2
25.8751637156407,7.266378888407013,2
31.0,6.481214993201924,2
28.047726063021297,4.867815371138909,2
29.35480784644258,5.871748249811376,2
28.76801937152836,7.286931958544631,2
29.452406223430064,5.151208000844004,2
27.071705941531324,4.883380168483772,2
28.110694363843304,6.042398185494031,2
30.321700552309068,5.985301714975819,2
27.98057453564582,5.3099957869941825,2
27.739889505527287,5.37299905397628,2
26.1124510874134,5.98154385385234,2
28.034855842494636,5.320962735655994,2
27.278486397542466,7.025722083220455,2
28.506811510516673,4.8637282165869316,2
26.9833407797159,4.423165052341871,2
